status,loan_amount,annual_income,purpose,home_ownership
Charged Off,15000,36021,debt_consolidation,RENT
Charged Off,35000,110000,small_business,MORTGAGE
Charged Off,3800,47000,major_purchase,MORTGAGE
Charged Off,12400,65004,debt_consolidation,OWN
Charged Off,4000,45000,other,RENT
Charged Off,8875,40000,debt_consolidation,MORTGAGE
Charged Off,18000,36000,debt_consolidation,RENT
Charged Off,30000,80000,debt_consolidation,RENT
Charged Off,20000,52538,debt_consolidation,RENT
Charged Off,10000,50000,other,RENT
Charged Off,22000,78000,debt_consolidation,MORTGAGE
Charged Off,18000,59000,debt_consolidation,RENT
Charged Off,25450,57000,debt_consolidation,RENT
Charged Off,20000,94000,small_business,MORTGAGE
Charged Off,10000,40000,credit_card,RENT
Charged Off,30000,125000,major_purchase,OWN
Charged Off,30000,97500,debt_consolidation,MORTGAGE
Charged Off,25000,90000,debt_consolidation,MORTGAGE
Charged Off,20000,110000,debt_consolidation,RENT
Charged Off,35000,200000,other,MORTGAGE
Charged Off,25000,45000,debt_consolidation,MORTGAGE
Charged Off,12000,62000,debt_consolidation,RENT
Charged Off,14125,35000,debt_consolidation,RENT
Charged Off,7125,22800,debt_consolidation,MORTGAGE
Charged Off,12150,38000,debt_consolidation,RENT
Charged Off,5000,42082,debt_consolidation,MORTGAGE
Charged Off,9000,48000,small_business,RENT
Charged Off,4800,66000,major_purchase,RENT
Charged Off,7200,31700,major_purchase,RENT
Charged Off,8000,21000,debt_consolidation,RENT
Charged Off,12600,38000,home_improvement,OWN
Charged Off,26000,50000,debt_consolidation,RENT
Charged Off,30000,190000,home_improvement,MORTGAGE
Charged Off,7100,80000,debt_consolidation,RENT
Charged Off,10950,21888,other,MORTGAGE
Charged Off,4000,80000,major_purchase,MORTGAGE
Charged Off,12000,64000,debt_consolidation,MORTGAGE
Charged Off,1800,50400,other,RENT
Charged Off,14675,38500,debt_consolidation,RENT
Charged Off,3825,28500,debt_consolidation,RENT
Charged Off,17600,65000,small_business,MORTGAGE
Charged Off,8000,36000,debt_consolidation,RENT
Charged Off,35000,110000,other,OWN
Charged Off,35000,90000,debt_consolidation,MORTGAGE
Charged Off,12000,65000,debt_consolidation,MORTGAGE
Charged Off,7500,50000,debt_consolidation,MORTGAGE
Charged Off,10000,100000,other,OWN
Charged Off,7000,27600,medical,OWN
Charged Off,12350,59000,medical,RENT
Charged Off,18400,75000,home_improvement,MORTGAGE
Charged Off,35000,88000,small_business,MORTGAGE
Charged Off,7000,43200,other,RENT
Charged Off,7200,30000,debt_consolidation,RENT
Charged Off,7500,50000,small_business,RENT
Charged Off,9000,34320,major_purchase,RENT
Charged Off,10000,55000,other,RENT
Charged Off,8000,40000,credit_card,RENT
Charged Off,8000,50000,other,RENT
Charged Off,2400,150000,home_improvement,MORTGAGE
Charged Off,15000,92000,debt_consolidation,RENT
Charged Off,20000,79864,debt_consolidation,MORTGAGE
Charged Off,30000,97000,home_improvement,RENT
Charged Off,17050,30660,debt_consolidation,RENT
Charged Off,12850,60000,other,RENT
Charged Off,34000,85800,debt_consolidation,OWN
Charged Off,5000,54000,home_improvement,MORTGAGE
Charged Off,12000,53000,debt_consolidation,MORTGAGE
Charged Off,4800,46525,debt_consolidation,MORTGAGE
Charged Off,4000,39000,debt_consolidation,MORTGAGE
Charged Off,15000,42655,debt_consolidation,MORTGAGE
Charged Off,5000,36000,major_purchase,RENT
Charged Off,2800,64800,other,RENT
Charged Off,7500,38400,other,RENT
Charged Off,11625,66000,small_business,MORTGAGE
Charged Off,3000,62400,other,RENT
Charged Off,5450,43000,debt_consolidation,RENT
Charged Off,21725,40000,debt_consolidation,OWN
Charged Off,18000,65000,debt_consolidation,RENT
Charged Off,4200,42000,other,RENT
Charged Off,14000,51713,debt_consolidation,RENT
Charged Off,3500,55000,small_business,RENT
Charged Off,12000,85000,medical,RENT
Charged Off,2700,88000,other,MORTGAGE
Charged Off,30000,75000,small_business,MORTGAGE
Charged Off,9950,36400,debt_consolidation,MORTGAGE
Charged Off,12000,63500,debt_consolidation,MORTGAGE
Charged Off,15000,86000,credit_card,OWN
Charged Off,21750,43500,debt_consolidation,OWN
Charged Off,10800,51000,home_improvement,MORTGAGE
Charged Off,8000,27000,small_business,RENT
Charged Off,16000,55536,debt_consolidation,MORTGAGE
Charged Off,1200,20000,debt_consolidation,RENT
Charged Off,4000,42000,major_purchase,MORTGAGE
Charged Off,8000,38000,other,RENT
Charged Off,12000,60000,debt_consolidation,RENT
Charged Off,14300,52000,debt_consolidation,MORTGAGE
Charged Off,9600,45000,debt_consolidation,RENT
Charged Off,10000,30000,home_improvement,MORTGAGE
Charged Off,35000,90000,small_business,MORTGAGE
Charged Off,1500,48000,debt_consolidation,OWN
Charged Off,14500,88080,debt_consolidation,MORTGAGE
Charged Off,5850,60000,major_purchase,RENT
Charged Off,4000,70000,other,MORTGAGE
Charged Off,5800,26988,other,RENT
Charged Off,3000,22800,debt_consolidation,MORTGAGE
Charged Off,9400,33000,debt_consolidation,RENT
Charged Off,15000,80000,credit_card,RENT
Charged Off,16000,78000,debt_consolidation,MORTGAGE
Charged Off,16800,75000,debt_consolidation,RENT
Charged Off,35000,75000,debt_consolidation,MORTGAGE
Charged Off,12000,77954,major_purchase,MORTGAGE
Charged Off,6000,51928,other,RENT
Charged Off,8000,25000,debt_consolidation,RENT
Charged Off,35000,130000,debt_consolidation,MORTGAGE
Charged Off,6100,23748,home_improvement,MORTGAGE
Charged Off,17500,35000,debt_consolidation,RENT
Charged Off,14000,74000,debt_consolidation,MORTGAGE
Charged Off,5600,85000,debt_consolidation,RENT
Charged Off,8400,45600,major_purchase,OWN
Charged Off,5875,22000,debt_consolidation,MORTGAGE
Charged Off,14000,60000,debt_consolidation,RENT
Charged Off,13200,49800,other,MORTGAGE
Charged Off,35000,75000,debt_consolidation,MORTGAGE
Charged Off,18825,42996,major_purchase,RENT
Charged Off,12000,77004,debt_consolidation,MORTGAGE
Charged Off,22000,63900,debt_consolidation,MORTGAGE
Charged Off,14000,42000,small_business,RENT
Charged Off,15000,95000,debt_consolidation,MORTGAGE
Charged Off,1500,27000,other,RENT
Charged Off,5500,18000,debt_consolidation,RENT
Charged Off,4000,40000,other,RENT
Charged Off,4200,28080,credit_card,RENT
Charged Off,3700,35000,other,RENT
Charged Off,8000,62004,debt_consolidation,MORTGAGE
Charged Off,13800,62000,small_business,MORTGAGE
Default,35000,80000,debt_consolidation,MORTGAGE
Charged Off,18000,36000,credit_card,RENT
Charged Off,15000,31200,credit_card,OWN
Charged Off,1500,32304,other,RENT
Charged Off,9500,90000,small_business,RENT
Charged Off,27575,64000,home_improvement,MORTGAGE
Default,12000,250000,debt_consolidation,RENT
Charged Off,20000,100000,home_improvement,MORTGAGE
Charged Off,35000,103000,debt_consolidation,MORTGAGE
Charged Off,25000,70000,debt_consolidation,MORTGAGE
Charged Off,15000,80400,debt_consolidation,RENT
Charged Off,18000,60000,home_improvement,MORTGAGE
Charged Off,4200,56650,other,RENT
Charged Off,8000,61700,debt_consolidation,RENT
Charged Off,35000,100000,other,OWN
Charged Off,12500,42000,credit_card,MORTGAGE
Charged Off,25000,70000,debt_consolidation,OWN
Charged Off,11500,27600,debt_consolidation,MORTGAGE
Charged Off,6000,69600,debt_consolidation,OWN
Charged Off,10000,24000,credit_card,RENT
Charged Off,15000,94000,debt_consolidation,RENT
Charged Off,10375,41280,other,RENT
Charged Off,21000,53000,other,MORTGAGE
Charged Off,20000,77000,small_business,OWN
Charged Off,5000,18000,debt_consolidation,OWN
Charged Off,12000,41830,credit_card,RENT
Charged Off,5600,40000,debt_consolidation,RENT
Charged Off,4000,36000,debt_consolidation,RENT
Charged Off,1500,48000,other,MORTGAGE
Charged Off,14000,65000,debt_consolidation,MORTGAGE
Charged Off,27400,143500,debt_consolidation,MORTGAGE
Charged Off,7000,20004,debt_consolidation,RENT
Charged Off,20000,53000,debt_consolidation,MORTGAGE
Charged Off,3600,23000,debt_consolidation,MORTGAGE
Charged Off,15350,38400,debt_consolidation,MORTGAGE
Charged Off,19425,38702,debt_consolidation,MORTGAGE
Charged Off,7000,54000,debt_consolidation,MORTGAGE
Charged Off,5000,27096,debt_consolidation,RENT
Charged Off,10400,27600,major_purchase,RENT
Charged Off,11000,29232,home_improvement,MORTGAGE
Charged Off,12000,51300,small_business,MORTGAGE
Charged Off,24000,115000,debt_consolidation,MORTGAGE
Charged Off,12000,70008,other,MORTGAGE
Charged Off,14000,60000,debt_consolidation,RENT
Charged Off,2600,43000,other,MORTGAGE
Charged Off,5000,65000,credit_card,MORTGAGE
Charged Off,10700,60000,debt_consolidation,RENT
Charged Off,5000,21120,debt_consolidation,RENT
Charged Off,4000,63700,debt_consolidation,RENT
Charged Off,20000,40000,small_business,OWN
Charged Off,5000,32000,other,RENT
Charged Off,10000,105996,debt_consolidation,MORTGAGE
Charged Off,10800,75000,other,RENT
Charged Off,24000,42000,debt_consolidation,MORTGAGE
Charged Off,35000,69000,debt_consolidation,MORTGAGE
Charged Off,25450,50000,debt_consolidation,RENT
Charged Off,6000,45600,major_purchase,RENT
Charged Off,5000,90000,small_business,RENT
Charged Off,5000,25000,other,RENT
Charged Off,19400,70000,debt_consolidation,MORTGAGE
Charged Off,3600,20000,debt_consolidation,OWN
Charged Off,18000,79000,debt_consolidation,MORTGAGE
Charged Off,3000,25500,home_improvement,MORTGAGE
Charged Off,10300,26400,debt_consolidation,MORTGAGE
Charged Off,4800,69600,home_improvement,MORTGAGE
Charged Off,14000,70000,debt_consolidation,MORTGAGE
Charged Off,20400,80800,debt_consolidation,RENT
Charged Off,25000,90111,debt_consolidation,MORTGAGE
Charged Off,4000,150000,other,RENT
Charged Off,13100,40000,credit_card,RENT
Charged Off,3800,21600,debt_consolidation,RENT
Charged Off,25000,195800,debt_consolidation,MORTGAGE
Charged Off,5000,44000,credit_card,RENT
Charged Off,20000,104000,medical,RENT
Charged Off,6450,80000,other,MORTGAGE
Charged Off,3675,45000,credit_card,MORTGAGE
Charged Off,7200,69000,home_improvement,RENT
Charged Off,6000,41600,credit_card,RENT
Charged Off,31000,56472,debt_consolidation,MORTGAGE
Charged Off,7000,130000,home_improvement,OWN
Charged Off,4000,17640,debt_consolidation,OWN
Charged Off,35000,90000,debt_consolidation,MORTGAGE
Charged Off,34000,65000,debt_consolidation,MORTGAGE
Charged Off,5000,27000,debt_consolidation,OWN
Charged Off,13000,70596,other,RENT
Charged Off,30000,95000,small_business,MORTGAGE
Charged Off,35000,103200,other,MORTGAGE
Charged Off,4800,35000,other,RENT
Charged Off,3400,32004,other,RENT
Charged Off,12000,85000,debt_consolidation,MORTGAGE
Charged Off,35000,80000,small_business,MORTGAGE
Charged Off,12000,82000,debt_consolidation,RENT
Charged Off,7000,42000,home_improvement,RENT
Charged Off,15000,50400,debt_consolidation,MORTGAGE
Charged Off,6000,48996,other,RENT
Charged Off,18200,55000,debt_consolidation,RENT
Charged Off,21000,61400,debt_consolidation,MORTGAGE
Charged Off,35000,85000,debt_consolidation,RENT
Charged Off,10800,63000,debt_consolidation,RENT
Charged Off,30000,82000,other,MORTGAGE
Charged Off,6000,72000,home_improvement,MORTGAGE
Charged Off,2000,52645,other,MORTGAGE
Charged Off,12000,32000,debt_consolidation,MORTGAGE
Charged Off,30750,77000,debt_consolidation,RENT
Charged Off,16400,75000,debt_consolidation,MORTGAGE
Charged Off,18000,30000,other,OWN
Charged Off,8400,100000,debt_consolidation,MORTGAGE
Charged Off,35000,128000,debt_consolidation,MORTGAGE
Charged Off,21600,60000,debt_consolidation,RENT
Charged Off,35000,80000,medical,MORTGAGE
Charged Off,35000,81600,debt_consolidation,MORTGAGE
Charged Off,35000,270000,debt_consolidation,RENT
Charged Off,15000,61000,credit_card,MORTGAGE
Charged Off,8500,45000,debt_consolidation,MORTGAGE
Charged Off,25000,62000,debt_consolidation,MORTGAGE
Charged Off,19200,48000,small_business,RENT
Charged Off,8000,66000,home_improvement,MORTGAGE
Charged Off,16000,215000,other,RENT
Charged Off,13200,40000,debt_consolidation,MORTGAGE
Charged Off,2000,18000,other,RENT
Charged Off,25000,100000,credit_card,MORTGAGE
Charged Off,16000,70720,small_business,RENT
Charged Off,20000,74000,debt_consolidation,MORTGAGE
Charged Off,12000,64000,debt_consolidation,RENT
Charged Off,6000,47000,credit_card,RENT
Charged Off,35000,113500,debt_consolidation,MORTGAGE
Charged Off,21800,140000,home_improvement,MORTGAGE
Charged Off,19200,75000,debt_consolidation,RENT
Charged Off,18000,115000,other,RENT
Charged Off,20000,250000,small_business,MORTGAGE
Charged Off,30000,144000,debt_consolidation,MORTGAGE
Charged Off,5000,57000,other,RENT
Charged Off,18500,85000,other,RENT
Charged Off,10000,120000,other,MORTGAGE
Charged Off,6250,16000,small_business,RENT
Charged Off,7000,22800,other,OWN
Charged Off,35000,225000,debt_consolidation,MORTGAGE
Charged Off,8000,65000,debt_consolidation,MORTGAGE
Charged Off,8875,58044,debt_consolidation,MORTGAGE
Charged Off,5000,41000,credit_card,RENT
Charged Off,17000,65000,debt_consolidation,RENT
Charged Off,2500,42000,other,RENT
Charged Off,3000,80000,medical,MORTGAGE
Charged Off,5200,36000,credit_card,RENT
Charged Off,10000,60000,other,RENT
Charged Off,18000,65000,debt_consolidation,OWN
Charged Off,4500,62000,other,RENT
Charged Off,18000,85000,debt_consolidation,MORTGAGE
Charged Off,12000,32400,debt_consolidation,RENT
Charged Off,8500,62400,debt_consolidation,MORTGAGE
Charged Off,21250,80000,debt_consolidation,RENT
Charged Off,16000,33000,debt_consolidation,RENT
Charged Off,16000,66000,small_business,MORTGAGE
Charged Off,24000,100000,credit_card,MORTGAGE
Charged Off,2400,31200,medical,MORTGAGE
Charged Off,5500,18000,major_purchase,RENT
Charged Off,1550,12732,other,RENT
Charged Off,18000,82500,debt_consolidation,RENT
Charged Off,7000,33198,debt_consolidation,RENT
Charged Off,14400,54000,credit_card,MORTGAGE
Charged Off,24000,140000,home_improvement,MORTGAGE
Charged Off,9000,115000,debt_consolidation,RENT
Charged Off,10400,90000,home_improvement,MORTGAGE
Charged Off,15000,150000,other,RENT
Charged Off,2000,30000,other,RENT
Charged Off,3000,87000,other,MORTGAGE
Charged Off,3100,32000,credit_card,MORTGAGE
Charged Off,20000,66000,other,MORTGAGE
Charged Off,5000,36000,debt_consolidation,RENT
Charged Off,15000,40800,medical,RENT
Charged Off,6450,29361,other,RENT
Charged Off,25000,108000,debt_consolidation,MORTGAGE
Charged Off,6000,59000,credit_card,MORTGAGE
Charged Off,2000,48000,debt_consolidation,RENT
Charged Off,18000,42480,debt_consolidation,RENT
Charged Off,12000,170000,other,MORTGAGE
Charged Off,16300,38000,debt_consolidation,MORTGAGE
Charged Off,12000,69000,home_improvement,MORTGAGE
Charged Off,11725,85000,debt_consolidation,RENT
Charged Off,7200,30000,major_purchase,RENT
Charged Off,14400,70000,debt_consolidation,MORTGAGE
Charged Off,9800,50000,other,RENT
Charged Off,30000,61500,small_business,MORTGAGE
Charged Off,6000,66000,debt_consolidation,MORTGAGE
Charged Off,14000,45000,major_purchase,RENT
Charged Off,16500,50000,debt_consolidation,RENT
Charged Off,26500,60000,debt_consolidation,OWN
Charged Off,12000,135000,home_improvement,MORTGAGE
Charged Off,25000,100800,debt_consolidation,RENT
Charged Off,12000,60000,debt_consolidation,RENT
Charged Off,4800,102000,other,MORTGAGE
Charged Off,15250,52500,small_business,RENT
Charged Off,7200,30000,debt_consolidation,RENT
Charged Off,1400,28800,debt_consolidation,MORTGAGE
Charged Off,4200,70000,debt_consolidation,RENT
Charged Off,30000,51600,debt_consolidation,MORTGAGE
Charged Off,35000,80000,debt_consolidation,RENT
Charged Off,2000,33000,debt_consolidation,MORTGAGE
Charged Off,14000,48000,medical,MORTGAGE
Charged Off,35000,130000,other,MORTGAGE
Charged Off,23800,102000,home_improvement,OWN
Charged Off,15600,60000,credit_card,OWN
Charged Off,11200,36000,debt_consolidation,MORTGAGE
Charged Off,17000,28000,debt_consolidation,MORTGAGE
Charged Off,12000,187000,debt_consolidation,RENT
Charged Off,24000,132000,debt_consolidation,MORTGAGE
Charged Off,12000,87500,debt_consolidation,OWN
Charged Off,2400,31000,major_purchase,MORTGAGE
Charged Off,5000,30000,debt_consolidation,RENT
Charged Off,1000,18000,medical,RENT
Charged Off,6350,25000,credit_card,MORTGAGE
Charged Off,6775,75000,small_business,RENT
Charged Off,6000,85000,debt_consolidation,MORTGAGE
Charged Off,16000,200000,other,OWN
Charged Off,7925,24636,debt_consolidation,RENT
Charged Off,22400,174792,debt_consolidation,MORTGAGE
Charged Off,4500,55000,debt_consolidation,OWN
Charged Off,6800,52852,debt_consolidation,RENT
Charged Off,12000,42000,debt_consolidation,MORTGAGE
Charged Off,5600,39000,debt_consolidation,MORTGAGE
Charged Off,16000,84000,major_purchase,RENT
Charged Off,15000,90000,debt_consolidation,MORTGAGE
Charged Off,10000,39000,debt_consolidation,RENT
Charged Off,2100,105000,debt_consolidation,RENT
Charged Off,18225,51654,debt_consolidation,MORTGAGE
Charged Off,6000,68000,small_business,OWN
Charged Off,3000,50000,other,OWN
Charged Off,8000,42672,debt_consolidation,RENT
Charged Off,12000,54000,home_improvement,OWN
Charged Off,14000,43392,debt_consolidation,MORTGAGE
Charged Off,35000,51000,small_business,MORTGAGE
Charged Off,30000,82500,debt_consolidation,RENT
Charged Off,22750,43000,debt_consolidation,MORTGAGE
Charged Off,1500,45000,other,MORTGAGE
Charged Off,17000,75000,debt_consolidation,MORTGAGE
Charged Off,8000,36000,credit_card,MORTGAGE
Charged Off,10000,36000,credit_card,OWN
Charged Off,25000,150000,credit_card,RENT
Charged Off,2500,32000,other,MORTGAGE
Charged Off,6000,71000,debt_consolidation,MORTGAGE
Charged Off,32350,80000,debt_consolidation,MORTGAGE
Charged Off,3000,35000,credit_card,RENT
Charged Off,7000,80000,other,RENT
Charged Off,15000,40000,small_business,RENT
Charged Off,3500,86964,other,MORTGAGE
Charged Off,6100,50000,medical,MORTGAGE
Charged Off,8000,40000,debt_consolidation,MORTGAGE
Charged Off,4000,19200,debt_consolidation,RENT
Charged Off,7000,38000,medical,RENT
Charged Off,2500,104085,debt_consolidation,MORTGAGE
Charged Off,14000,103000,debt_consolidation,MORTGAGE
Charged Off,5000,64800,medical,MORTGAGE
Charged Off,11000,37000,debt_consolidation,RENT
Charged Off,21000,55000,credit_card,MORTGAGE
Charged Off,12000,44004,home_improvement,MORTGAGE
Charged Off,25000,87500,debt_consolidation,MORTGAGE
Charged Off,5000,92000,home_improvement,MORTGAGE
Charged Off,25875,60000,debt_consolidation,RENT
Charged Off,15250,29744,debt_consolidation,RENT
Charged Off,15000,104000,debt_consolidation,MORTGAGE
Charged Off,19500,57600,home_improvement,MORTGAGE
Charged Off,12500,66000,debt_consolidation,RENT
